id,name,rarity,form,t1,t2,rank,mult,industry,agriculture,military,logistics,arcane,exclusive,kingdom_work,war_duties,brings_home,second_nature
228,Chinchype,uncommon,2,Fire,,Adept,1.15,81,6,69,17,23,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production",
229,Moonara,uncommon,1,Mystic,Telepath,Adept,1.15,23,23,44,39,97,false,"Arcane Research; Enchanting; Divination; Academy Teaching","Battle Magi; Ward Casters; Ritual Support","Scrolls; Enchantments; Knowledge","Coordination; Diplomacy; Census & Planning; Command Relay"
230,Lunaeire,rare,2,Mystic,Telepath,Elite,1.35,27,27,51,46,100,false,"Arcane Research; Enchanting; Divination; Academy Teaching","Battle Magi; Ward Casters; Ritual Support","Scrolls; Enchantments; Knowledge","Coordination; Diplomacy; Census & Planning; Command Relay"
231,Clawconut,uncommon,1,Leaf,Rock,Adept,1.15,48,62,47,28,23,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Quarrying; Heavy Construction; Road Building; Bulwark Units"
232,Clawgigus,rare,2,Leaf,Rock,Elite,1.35,57,73,55,32,27,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Quarrying; Heavy Construction; Road Building; Bulwark Units"
233,Wallopop,uncommon,1,Combat,Neutral,Adept,1.15,37,29,82,41,24,false,"Guard Duty; Militia Training; Arena Instruction; Escort Work","Front Line; Duelists; Drill Sergeants; Vanguard","Security; Mercenary Contracts; Training Fees","General Labor; Apprenticeships; Shopkeeping; Reserves"
234,Samudangi,rare,2,Combat,Neutral,Elite,1.35,43,34,96,49,28,false,"Guard Duty; Militia Training; Arena Instruction; Escort Work","Front Line; Duelists; Drill Sergeants; Vanguard","Security; Mercenary Contracts; Training Fees","General Labor; Apprenticeships; Shopkeeping; Reserves"
235,Snobbit,common,1,Ice,Water,Companion,1,32,41,57,57,31,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Fishing; Irrigation; Harbor Operations; Naval Crew"
236,Frosslord,uncommon,2,Ice,Water,Adept,1.15,37,47,66,66,36,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Fishing; Irrigation; Harbor Operations; Naval Crew"
237,Eriegle,common,1,Flyer,,Companion,1,10,15,45,70,15,false,"Couriers; Scouts; Caravan Leaders; Exploration; Messengers","Reconnaissance; Fast Cavalry; Ambush Specialists","Transport; Trade Routes; Logistics",
238,Albivore,uncommon,2,Flyer,,Adept,1.15,12,17,52,81,17,false,"Couriers; Scouts; Caravan Leaders; Exploration; Messengers","Reconnaissance; Fast Cavalry; Ambush Specialists","Transport; Trade Routes; Logistics",
239,Emperiegle,rare,3,Flyer,,Elite,1.35,14,20,61,95,20,false,"Couriers; Scouts; Caravan Leaders; Exploration; Messengers","Reconnaissance; Fast Cavalry; Ambush Specialists","Transport; Trade Routes; Logistics",
240,Mytier,mythic,1,Fire,Mystic,Ancient,2.2,100,22,100,44,100,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production","Arcane Research; Enchanting; Divination; Battle Magi"
241,Inchapp,rare,1,Insect,Lightning,Elite,1.35,84,58,61,47,43,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Workshops; Machinery; Automation; Battlefield Support"
